1 1 1 1 1 1
100000 -281200.53 419904 379659 0.63888889 0.68055556 
90000 -281557.98 419904 376349 0.62037037 0.68981481 
81000 -281011.11 419904 372416 0.61574074 0.69212963 
72900 -281496.7 419904 368126 0.65277778 0.67361111 
65610 -281385.86 419904 362911 0.63425926 0.68287037 
59049 -281330.11 419904 357960 0.69907407 0.65046296 
53144 -281235.47 419904 352504 0.71759259 0.6412037 
47829 -281544.3 419904 346182 0.58333333 0.70833333 
43046 -281566.35 419904 339705 0.73148148 0.63425926 
38741 -281664.34 419904 333463 0.6712963 0.66435185 
34866 -281766.54 419904 326517 0.66203704 0.66898148 
31379 -281687.32 419904 318660 0.71296296 0.64351852 
28241 -282072.32 419904 310115 0.67592593 0.66203704 
25416 -281561.83 419904 300823 0.71759259 0.6412037 
22874 -281930.24 419904 291279 0.68055556 0.65972222 
20586 -281904.11 419904 281522 0.68518519 0.65740741 
18527 -282542.66 419904 269736 0.69444444 0.65277778 
16674 -281641.09 419904 258915 0.69444444 0.65277778 
15006 -281901.92 419904 247502 0.68518519 0.65740741 
13505 -282016.95 419904 233465 0.64814815 0.67592593 
12154 -282404.95 419904 221115 0.7037037 0.64814815 
10938 -282208.29 419904 206731 0.70833333 0.64583333 
9844 -282700.68 419904 192263 0.75925926 0.62037037 
8859 -282930.85 419904 177140 0.76388889 0.61805556 
7973 -282725.04 419904 160444 0.73148148 0.63425926 
7175 -283104.66 419904 143992 0.81018519 0.59490741 
6457 -283155.32 419904 128739 0.78240741 0.6087963 
5811 -283376.61 419904 111451 0.78240741 0.6087963 
5229 -283467.01 419904 95843 0.78240741 0.6087963 
4706 -283429.14 419904 80077 0.79166667 0.60416667 
4235 -283962.43 419904 65164 0.88425926 0.55787037 
3811 -283969.05 419904 50676 0.84259259 0.5787037 
3429 -284408.95 419904 38408 0.89814815 0.55092593 
3086 -284747.11 419904 26103 0.91666667 0.54166667 
2777 -284715.02 419904 16035 0.93981481 0.53009259 
2499 -285016.14 419904 8502 0.93981481 0.53009259 
2249 -285280.91 419904 4073 0.98148148 0.50925926 
2024 -285251.38 419904 1570 0.98148148 0.50925926 
1821 -285356.94 419904 854 0.99537037 0.50231481 
1638 -285403.44 419904 181 1 0.5 
1474 -285376.44 419904 100 0.99537037 0.50231481 
1326 -285403.44 419904 2 1 0.5 
1193 -285403.44 419904 0 1 0.5 
1073 -285403.44 419904 0 1 0.5 
965 -285403.44 419904 0 1 0.5 
868 -285403.44 419904 0 1 0.5 
781 -285403.44 419904 0 1 0.5 
702 -285403.44 419904 0 1 0.5 
631 -285403.44 419904 0 1 0.5 
567 -285403.44 419904 0 1 0.5 
510 -285403.44 419904 0 1 0.5 
459 -285403.44 419904 0 1 0.5 
